Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
1989,Kurt Stillwell,Royals,130,516,7,52,54,9,8.10%,12.40%,0.119,0.289,0.261,0.325,0.38,0.319,99,-0.7,-1.1,0.7,1.8,1012536
2005,Edgar Renteria,Red Sox,153,692,8,100,70,9,7.90%,14.50%,0.109,0.315,0.276,0.335,0.385,0.319,90,5.3,-3.4,-1.9,1.8,1178
1988,Greg Gagne,Twins,149,508,14,70,48,15,5.30%,21.70%,0.161,0.281,0.236,0.288,0.397,0.306,86,0,-7.9,8.3,1.8,1004427
2015,Wilmer Flores,Mets,137,510,16,55,59,0,3.70%,12.40%,0.145,0.273,0.263,0.295,0.408,0.304,95,0,-3.2,4.3,1.8,5827
1995,Kurt Abbott,Marlins,120,468,17,60,60,4,7.70%,23.50%,0.198,0.302,0.255,0.318,0.452,0.332,99,-0.6,-1.4,4,1.8,1000013
2001,Melvin Mora,Orioles,128,503,7,49,48,11,8.20%,18.10%,0.112,0.296,0.25,0.329,0.362,0.306,88,0.4,-7.2,7.9,1.8,157
1989,Shawon Dunston,Cubs,138,512,9,52,60,19,5.90%,16.80%,0.125,0.321,0.278,0.32,0.403,0.314,95,-0.6,-3.5,4.2,1.8,1401
2004,Cristian Guzman,Twins,145,624,8,84,46,10,4.80%,10.30%,0.109,0.295,0.274,0.309,0.384,0.3,77,2.3,-16.1,13.1,1.8,728
1993,Jose Vizcaino,Cubs,151,617,4,74,54,12,7.50%,11.50%,0.071,0.318,0.287,0.34,0.358,0.315,89,-1.2,-9.9,5.8,1.8,577
1995,Jose Offerman,Dodgers,119,511,4,69,33,2,13.50%,13.10%,0.089,0.332,0.287,0.389,0.375,0.352,118,-2.8,9.1,-7.9,1.8,205
2015,Jhonny Peralta,Cardinals,155,640,17,64,71,1,7.80%,17.30%,0.136,0.311,0.275,0.334,0.411,0.323,105,-6.6,-2.6,-0.8,1.8,1738
2005,Jose Reyes,Mets,161,733,7,99,58,60,3.70%,10.60%,0.114,0.298,0.273,0.3,0.386,0.299,80,7.4,-11.2,4.7,1.7,1736
2001,Edgar Renteria,Cardinals,141,549,10,54,57,17,7.10%,13.30%,0.112,0.284,0.26,0.314,0.371,0.298,78,1.6,-14.2,13.8,1.7,1178
2002,Orlando Cabrera,Expos,153,626,7,64,56,25,7.70%,8.50%,0.117,0.278,0.263,0.321,0.38,0.308,81,5.1,-9.6,6.4,1.7,766
2016,Danny Espinosa,Nationals,157,601,24,66,72,9,9.00%,29.00%,0.169,0.261,0.209,0.306,0.378,0.294,79,5.1,-10.7,8.3,1.7,9219
1995,Greg Gagne,Royals,120,482,6,58,49,3,7.90%,12.40%,0.119,0.282,0.256,0.316,0.374,0.307,77,-1.7,-16.2,17,1.7,1004427
1989,Ozzie Guillen,White Sox,155,626,1,63,54,36,2.40%,7.70%,0.065,0.272,0.253,0.27,0.318,0.263,62,0.4,-26.7,23.3,1.7,1005125
2010,Yunel Escobar,- - -,135,567,4,60,35,6,9.90%,10.10%,0.062,0.282,0.256,0.337,0.318,0.301,83,-0.8,-12.1,10.2,1.7,4191
2007,Jhonny Peralta,Indians,152,647,21,87,72,4,9.40%,22.60%,0.16,0.324,0.27,0.341,0.43,0.337,105,-3.3,0.6,-5.6,1.7,1738
2015,Ian Desmond,Nationals,156,641,19,69,62,13,7.00%,29.20%,0.151,0.307,0.233,0.29,0.384,0.294,83,5.5,-7.3,3.3,1.7,6885
1993,Omar Vizquel,Mariners,158,630,2,68,31,12,7.90%,11.30%,0.043,0.288,0.255,0.319,0.298,0.286,69,-3.3,-27.1,24,1.7,411
1988,Rey Quinones,Mariners,140,530,12,63,52,0,4.30%,13.40%,0.144,0.267,0.248,0.284,0.393,0.302,84,-1.5,-11.1,9.8,1.7,1010615
1999,Deivi Cruz,Tigers,155,553,13,64,58,1,2.20%,10.30%,0.143,0.296,0.284,0.302,0.427,0.316,80,-1.6,-16.2,14,1.7,1025
1998,Mike Caruso,White Sox,133,555,5,81,55,22,2.50%,6.80%,0.084,0.321,0.306,0.331,0.39,0.319,89,1.8,-5.9,3.9,1.7,595
2015,Elvis Andrus,Rangers,160,661,7,69,62,25,7.00%,11.80%,0.099,0.283,0.258,0.309,0.357,0.292,78,3.8,-13,7.1,1.7,8709
2000,Rey Sanchez,Royals,143,555,1,68,38,7,5.00%,9.90%,0.049,0.303,0.273,0.314,0.322,0.288,57,0.1,-32,28.2,1.7,213
2015,Marcus Semien,Athletics,155,601,15,65,45,11,7.00%,22.00%,0.147,0.312,0.257,0.31,0.405,0.311,97,1,-0.8,-3.3,1.6,12533
1997,Mark Grudzielanek,Expos,156,688,4,76,51,25,3.30%,11.00%,0.111,0.302,0.273,0.307,0.384,0.305,79,1.2,-16.8,11.4,1.6,653
1998,Chris Gomez,Padres,145,516,4,55,39,1,9.90%,16.90%,0.111,0.321,0.267,0.346,0.379,0.321,97,-1.1,-2.9,3.4,1.6,1208
2017,Jorge Polanco,Twins,133,544,13,60,74,13,7.50%,14.30%,0.154,0.278,0.256,0.313,0.41,0.309,89,3.7,-4,1.2,1.6,13152
2014,Asdrubal Cabrera,- - -,146,616,14,74,61,10,8.00%,17.50%,0.146,0.272,0.241,0.307,0.387,0.308,94,3.2,-0.7,-4.1,1.6,4962
2013,Jimmy Rollins,Phillies,160,666,6,65,39,22,8.90%,14.00%,0.097,0.288,0.252,0.318,0.348,0.295,84,2.8,-9.1,4.1,1.6,971
1985,Ozzie Guillen,White Sox,150,513,1,71,33,7,2.30%,7.00%,0.086,0.292,0.273,0.291,0.358,0.288,72,-0.3,-17.5,16.4,1.6,1005125
2003,Alex Gonzalez,Cubs,152,601,20,71,59,3,7.80%,20.50%,0.181,0.257,0.228,0.295,0.409,0.306,81,-2.9,-17.3,13.6,1.6,281
2006,Yuniesky Betancourt,Mariners,157,584,8,68,47,11,2.90%,9.20%,0.115,0.308,0.289,0.31,0.403,0.309,86,-0.8,-11.2,7.3,1.6,8585
1985,Julio Franco,Indians,160,703,6,97,90,13,7.70%,10.50%,0.093,0.313,0.288,0.343,0.381,0.324,97,-1.2,-3.4,-4.9,1.6,87
2017,Freddy Galvis,Phillies,162,663,12,71,61,14,6.80%,16.70%,0.127,0.292,0.255,0.309,0.382,0.298,80,0.9,-16.3,10.7,1.6,6609
2012,Mike Aviles,Red Sox,136,546,13,57,60,14,4.20%,14.10%,0.131,0.269,0.25,0.282,0.381,0.288,75,3,-13.1,9.7,1.5,5986
2006,David Eckstein,Cardinals,123,552,2,68,23,7,5.60%,7.40%,0.052,0.313,0.292,0.35,0.344,0.313,87,0.4,-9.2,6.6,1.5,10
1995,Walt Weiss,Rockies,137,537,1,65,25,15,18.20%,10.60%,0.061,0.297,0.26,0.403,0.321,0.34,81,1.5,-11.7,9,1.5,1013748
2007,Yuniesky Betancourt,Mariners,155,559,9,72,67,5,2.70%,8.60%,0.129,0.302,0.289,0.308,0.418,0.313,89,1.3,-6.3,2.3,1.5,8585
2002,Jimmy Rollins,Phillies,154,705,11,82,60,31,7.70%,14.60%,0.135,0.275,0.245,0.306,0.38,0.301,81,4.9,-11.5,3.6,1.5,971
2013,Erick Aybar,Angels,138,589,6,68,54,12,3.90%,10.00%,0.111,0.292,0.271,0.301,0.382,0.299,91,1,-5.1,-0.4,1.5,4082
1996,Kevin Elster,Rangers,157,596,24,79,99,4,8.70%,23.20%,0.21,0.291,0.252,0.317,0.462,0.334,89,0.2,-8.7,2.4,1.5,1003758
2002,Carlos Guillen,Mariners,134,528,9,73,56,4,8.70%,17.20%,0.133,0.304,0.261,0.326,0.394,0.315,96,0.8,-2.1,-1,1.5,1079
2015,Alcides Escobar,Royals,148,662,3,76,47,17,3.90%,11.30%,0.064,0.286,0.257,0.293,0.32,0.271,66,4.4,-21.5,13.9,1.5,6310
1991,Ozzie Guillen,White Sox,154,555,3,52,49,21,2.00%,6.80%,0.067,0.286,0.273,0.284,0.34,0.278,72,-1.7,-20.1,16.9,1.5,1005125
1991,Shawon Dunston,Cubs,142,534,12,59,50,21,4.30%,12.00%,0.146,0.272,0.26,0.292,0.407,0.305,86,1.8,-6.7,3.4,1.5,1401
1992,Tony Fernandez,Padres,155,694,4,84,37,20,8.10%,8.90%,0.084,0.299,0.275,0.337,0.359,0.318,98,-3.8,-5.1,-3.7,1.5,1004002
1997,Jose Valentin,Brewers,136,546,17,58,58,19,7.10%,20.00%,0.154,0.29,0.253,0.31,0.407,0.313,82,0.4,-12.3,8,1.5,256
1997,Kevin Stocker,Phillies,149,560,4,51,40,11,9.10%,16.30%,0.089,0.317,0.266,0.335,0.355,0.308,79,-0.3,-15.1,11.8,1.4,1012549
1998,Royce Clayton,- - -,142,608,9,89,53,24,8.70%,13.70%,0.115,0.28,0.251,0.319,0.366,0.306,79,0,-15.9,10.6,1.4,226
1990,Dickie Thon,Phillies,149,595,8,54,48,12,6.20%,12.90%,0.094,0.284,0.255,0.305,0.35,0.291,77,0.2,-15.8,8.8,1.4,1013033
1995,Omar Vizquel,Indians,136,622,6,87,56,29,9.50%,9.50%,0.085,0.283,0.266,0.333,0.351,0.31,80,0.8,-15.3,8.3,1.4,411
2017,Jordy Mercer,Pirates,145,558,14,52,58,0,9.10%,15.80%,0.151,0.284,0.255,0.326,0.406,0.308,88,-0.9,-9.3,4.9,1.4,6547
1993,Jose Offerman,Dodgers,158,696,1,77,62,30,10.20%,10.80%,0.061,0.303,0.269,0.346,0.331,0.308,89,0.8,-8.7,-2.3,1.4,205
2007,Rafael Furcal,Dodgers,138,643,6,87,47,25,8.60%,10.60%,0.084,0.296,0.27,0.333,0.355,0.308,82,1.3,-13.3,6,1.4,88
2015,Freddy Galvis,Phillies,151,603,7,63,50,10,5.00%,17.10%,0.081,0.309,0.263,0.302,0.343,0.283,76,4.6,-12,5.9,1.3,6609
1991,Alvaro Espinoza,Yankees,148,509,5,51,33,4,3.10%,11.20%,0.088,0.281,0.256,0.282,0.344,0.282,72,0.4,-16.5,13.4,1.3,1003828
1986,Ozzie Guillen,White Sox,159,577,2,58,47,8,2.10%,9.00%,0.06,0.271,0.25,0.265,0.311,0.256,51,0,-34.5,29.1,1.3,1005125
2004,Craig Counsell,Brewers,140,551,2,59,23,17,10.70%,16.00%,0.074,0.29,0.241,0.33,0.315,0.288,68,2.7,-19.8,14.7,1.3,52
2000,Ricky Gutierrez,Cubs,125,542,11,73,56,8,12.20%,10.70%,0.125,0.294,0.276,0.375,0.401,0.35,104,0.8,3.5,-6.8,1.3,387
2007,Tony Pena,Royals,152,536,2,58,47,5,1.90%,14.60%,0.088,0.309,0.267,0.284,0.356,0.28,63,-2.1,-27.1,21.9,1.3,2240
2017,Trevor Story,Rockies,145,555,24,68,82,7,8.80%,34.40%,0.219,0.332,0.239,0.308,0.457,0.323,81,1,-12.5,7.6,1.3,12564
1989,Felix Fermin,Indians,156,562,0,50,21,6,7.30%,4.80%,0.023,0.251,0.238,0.302,0.26,0.266,63,-0.6,-24.5,19.2,1.3,1003991
2008,Bobby Crosby,Athletics,145,605,7,66,61,7,7.80%,15.90%,0.112,0.275,0.237,0.296,0.349,0.288,74,2.2,-17.1,9.4,1.3,1818
2011,Cliff Pennington,Athletics,148,570,8,57,58,14,7.40%,18.20%,0.105,0.314,0.264,0.319,0.369,0.305,92,-2.3,-7.7,1.2,1.3,3395
1987,Dick Schofield,Angels,134,531,9,52,46,19,7.00%,11.90%,0.104,0.271,0.251,0.305,0.355,0.294,78,2.3,-12.4,7.1,1.3,1011602
2010,Jhonny Peralta,- - -,148,615,15,60,81,1,8.60%,16.70%,0.143,0.275,0.249,0.311,0.392,0.309,91,-4.3,-11.1,2.2,1.3,1738
2017,Asdrubal Cabrera,Mets,135,540,14,66,59,3,9.30%,15.40%,0.154,0.31,0.28,0.351,0.434,0.338,111,-8.9,-1.4,-3.4,1.3,4962
2003,Cristian Guzman,Twins,143,585,3,78,53,18,5.10%,13.50%,0.097,0.307,0.268,0.311,0.365,0.298,77,5.7,-11.1,3.6,1.3,728
2014,Elvis Andrus,Rangers,157,685,2,72,41,27,6.70%,14.00%,0.069,0.305,0.263,0.314,0.333,0.291,80,2.4,-12.7,2.1,1.3,8709
1985,Mariano Duncan,Dodgers,142,620,6,74,39,38,6.10%,18.20%,0.096,0.293,0.244,0.293,0.34,0.283,80,4.2,-9.8,1.1,1.2,1003554
2010,Jason Bartlett,Rays,135,532,4,71,47,11,8.50%,15.60%,0.096,0.299,0.254,0.324,0.35,0.304,91,4,-1.9,-4.6,1.2,8219
1994,Greg Gagne,Royals,107,409,7,39,51,10,6.60%,19.30%,0.133,0.31,0.259,0.314,0.392,0.313,81,-5.5,-15.6,13.7,1.2,1004427
2014,Zack Cozart,Reds,147,543,4,48,38,7,4.60%,14.50%,0.079,0.255,0.221,0.268,0.3,0.254,56,3,-23.8,18.7,1.2,2616
1999,Edgar Renteria,Cardinals,154,653,11,92,63,37,8.10%,12.60%,0.125,0.301,0.275,0.334,0.4,0.325,87,3.8,-8,-0.2,1.2,1178
2001,Neifi Perez,- - -,136,623,8,83,59,9,4.20%,10.90%,0.117,0.303,0.279,0.309,0.396,0.305,66,-0.8,-27.9,19,1.2,620
2011,Jason Bartlett,Padres,139,618,2,61,40,23,7.80%,15.90%,0.061,0.291,0.245,0.308,0.307,0.279,79,0.6,-14.1,6.2,1.2,8219
2004,Royce Clayton,Rockies,146,652,8,95,54,10,7.40%,19.20%,0.118,0.343,0.279,0.338,0.397,0.324,80,2.2,-14.4,4.7,1.2,226
2017,Orlando Arcia,Brewers,153,548,15,56,53,14,6.60%,18.20%,0.13,0.317,0.277,0.324,0.407,0.309,85,0.5,-9.9,4,1.2,13185
1989,Alvaro Espinoza,Yankees,146,544,0,51,41,3,2.60%,11.00%,0.05,0.318,0.282,0.301,0.332,0.287,78,-0.8,-14.3,7.6,1.2,1003828
2012,Yunel Escobar,Blue Jays,145,608,9,58,51,5,5.80%,11.50%,0.091,0.273,0.253,0.3,0.344,0.284,73,-0.9,-19.8,10.8,1.2,4191
2003,David Eckstein,Angels,120,517,3,59,31,16,7.00%,8.70%,0.073,0.272,0.252,0.325,0.325,0.296,78,0.3,-13.9,7.8,1.2,10
2016,Jordy Mercer,Pirates,149,584,11,66,59,1,8.70%,14.20%,0.118,0.286,0.256,0.328,0.374,0.304,88,3.6,-5.3,-2,1.1,6547
1992,Mariano Duncan,Phillies,142,605,8,71,50,23,2.80%,17.90%,0.122,0.314,0.267,0.292,0.389,0.306,92,3.3,-2,-6.6,1.1,1003554
1989,Scott Fletcher,- - -,142,629,1,77,43,2,10.20%,9.50%,0.059,0.28,0.253,0.332,0.311,0.3,86,-0.3,-10.7,0.2,1.1,1004155
1988,Rafael Ramirez,Astros,155,597,6,51,59,3,3.00%,10.20%,0.102,0.297,0.276,0.298,0.378,0.298,94,-0.6,-4.3,-4.7,1.1,1010673
2008,Edgar Renteria,Tigers,138,547,10,69,55,6,6.80%,11.70%,0.111,0.29,0.27,0.317,0.382,0.309,84,-1.6,-12.6,5.1,1.1,1178
2003,Jack Wilson,Pirates,150,615,9,58,62,5,5.90%,12.00%,0.097,0.279,0.256,0.303,0.353,0.288,70,2,-22.1,13.2,1.1,1017
2002,Cristian Guzman,Twins,148,656,9,80,59,12,2.60%,12.00%,0.112,0.298,0.273,0.292,0.385,0.293,74,0.6,-20.7,9.4,1.1,728
2013,Alcides Escobar,Royals,158,642,4,57,52,22,3.00%,13.10%,0.066,0.264,0.234,0.259,0.3,0.247,49,8,-28.9,18,1.1,6310
1997,Mike Bordick,Orioles,153,560,7,55,46,0,5.90%,11.80%,0.083,0.257,0.236,0.283,0.318,0.27,58,-0.8,-31,22.2,1.1,129
2010,Erick Aybar,Angels,138,589,5,69,29,22,5.90%,13.80%,0.077,0.289,0.253,0.306,0.33,0.286,78,2.6,-12.7,3.2,1.1,4082
1987,Alfredo Griffin,Athletics,144,539,3,69,60,26,5.20%,7.60%,0.085,0.28,0.263,0.306,0.348,0.29,78,-0.6,-15.6,8.3,1.1,1005036
1992,Gary DiSarcina,Angels,157,553,3,48,42,9,3.60%,9.00%,0.054,0.267,0.247,0.283,0.301,0.269,63,-1,-24.2,17.5,1.1,1003322
2011,Ian Desmond,Nationals,154,639,8,65,49,25,5.50%,21.80%,0.104,0.317,0.253,0.298,0.358,0.289,79,3,-12.3,2.4,1,6885
2001,Tony Womack,Diamondbacks,125,518,3,66,30,28,4.40%,10.40%,0.079,0.294,0.266,0.307,0.345,0.287,66,2.5,-20.8,14.2,1,78
2002,Alex Gonzalez,Cubs,142,568,18,58,61,5,8.10%,23.90%,0.177,0.302,0.248,0.312,0.425,0.317,92,-4.3,-9.8,1.6,1,281
2001,Julio Lugo,Astros,140,586,10,93,37,12,7.80%,19.80%,0.109,0.317,0.263,0.326,0.372,0.308,79,-2.4,-18.3,9.5,1,565
2004,Alex Gonzalez,Marlins,159,599,23,67,79,3,4.50%,21.00%,0.187,0.257,0.232,0.27,0.419,0.288,73,-2.7,-23.8,14.1,1,520
1997,Edgar Renteria,Marlins,154,691,4,90,52,32,6.50%,15.60%,0.063,0.327,0.277,0.327,0.34,0.302,81,0,-16.9,5.2,1,1178
1995,Jeff Blauser,Braves,115,504,12,60,31,8,11.30%,21.20%,0.13,0.252,0.211,0.319,0.341,0.302,77,-0.7,-15.1,8.2,1,1001062
1994,Gary DiSarcina,Angels,112,421,3,53,33,3,4.30%,6.70%,0.069,0.272,0.26,0.294,0.329,0.279,60,-2.5,-24.7,20.1,1,1003322
1995,Jay Bell,Pirates,138,593,13,79,55,2,9.30%,18.50%,0.142,0.309,0.262,0.336,0.404,0.33,95,-1.9,-5.8,-3.9,1,48
1989,Garry Templeton,Padres,142,536,6,43,40,1,4.30%,14.90%,0.099,0.291,0.255,0.286,0.354,0.279,77,-1.1,-14.7,7.4,1,1012909
1988,Jose Uribe,Giants,141,535,3,47,35,14,6.70%,12.90%,0.067,0.286,0.252,0.301,0.318,0.275,78,-1.4,-13.9,6.6,1,1013300
1990,Shawon Dunston,Cubs,146,573,17,73,66,25,2.60%,15.20%,0.163,0.282,0.262,0.283,0.426,0.312,86,2.8,-6.2,-5.3,0.9,1401
1998,Edgar Renteria,Marlins,133,580,3,79,31,41,8.30%,13.40%,0.06,0.326,0.282,0.347,0.342,0.314,90,-1.3,-8.5,0,0.9,1178
2007,Ryan Theriot,Cubs,148,597,3,80,45,28,8.20%,8.40%,0.08,0.287,0.266,0.326,0.346,0.302,73,2.3,-18.8,8.5,0.9,3811
1985,Dave Concepcion,Reds,155,620,7,59,48,16,8.10%,10.80%,0.079,0.273,0.252,0.314,0.33,0.292,79,-1.8,-16.8,5,0.9,1002494
1993,Mike Bordick,Athletics,159,633,3,60,48,10,9.50%,9.20%,0.062,0.271,0.249,0.332,0.311,0.299,84,-2,-14.1,2.5,0.9,129
1994,Ozzie Guillen,White Sox,100,390,1,46,39,5,3.60%,9.00%,0.06,0.312,0.288,0.311,0.348,0.29,72,-0.8,-15.2,10.3,0.8,1005125
2007,Mark Loretta,Astros,133,511,4,52,41,1,8.60%,8.00%,0.085,0.308,0.287,0.352,0.372,0.326,93,-5.4,-9.7,1.5,0.8,1383
2009,Cristian Guzman,Nationals,135,555,6,74,52,4,2.90%,13.50%,0.105,0.322,0.284,0.306,0.39,0.305,82,2.3,-10.3,0.8,0.8,728
1989,Spike Owen,Expos,142,522,6,52,41,3,14.60%,8.40%,0.098,0.246,0.233,0.349,0.332,0.3,91,-0.4,-5.6,-3.5,0.8,1009924
1994,Mike Bordick,Athletics,114,440,2,38,37,7,8.60%,10.00%,0.082,0.277,0.253,0.32,0.335,0.296,76,0.5,-13.6,7,0.8,129
2010,Ian Desmond,Nationals,154,574,10,59,65,17,4.90%,19.00%,0.124,0.317,0.269,0.308,0.392,0.306,86,2,-7.6,-2.4,0.8,6885
2015,Erick Aybar,Angels,156,638,3,74,44,15,3.90%,11.40%,0.069,0.3,0.27,0.301,0.338,0.28,78,3.4,-13,-0.4,0.8,4082
2010,Miguel Tejada,- - -,156,681,15,71,71,2,4.40%,9.80%,0.112,0.28,0.269,0.312,0.381,0.306,88,-3.6,-13.1,-1.7,0.8,941
1989,Alfredo Griffin,Dodgers,136,547,0,49,29,10,5.30%,10.40%,0.061,0.278,0.247,0.287,0.308,0.272,74,-0.9,-16.5,7,0.8,1005036
2015,Starlin Castro,Cubs,151,578,11,52,69,5,3.60%,15.70%,0.11,0.298,0.265,0.296,0.375,0.288,79,-2.1,-16.2,5.4,0.8,4579
1987,Dale Sveum,Brewers,153,586,25,86,95,2,6.80%,22.70%,0.202,0.288,0.252,0.303,0.454,0.324,94,-2.4,-7.1,-5.1,0.8,1012748
1987,Garry Templeton,Padres,148,561,5,42,48,14,7.50%,16.40%,0.075,0.26,0.222,0.281,0.296,0.252,51,1.3,-33.7,21.7,0.7,1012909
2009,Orlando Cabrera,- - -,160,708,9,83,77,13,5.10%,10.00%,0.105,0.302,0.284,0.316,0.389,0.309,85,2.1,-10.9,-5.9,0.7,766
2002,Tony Womack,Diamondbacks,153,652,5,90,57,29,7.10%,12.30%,0.081,0.303,0.271,0.325,0.353,0.301,75,6.9,-13.4,-0.6,0.7,78
2010,Orlando Cabrera,Reds,123,537,4,64,42,11,5.20%,9.90%,0.091,0.284,0.263,0.303,0.354,0.292,75,-0.7,-17.1,7.2,0.7,766
2003,Deivi Cruz,Orioles,152,572,14,61,65,1,2.30%,8.60%,0.128,0.253,0.25,0.269,0.378,0.279,68,-1,-23.7,11.2,0.7,1025
